NUMERO ARBOL,NOMBRE COMUN,ESPECIE CIENTIFICA,ANIO MEDICION,DAP CM,ALTURA M,BIOMASA TOTAL KG,CARBONO TOTAL MG,CO2 EQUIVALENTE MG,ESTADO ARBOL
662,cedro amargo,Cedrela odorata,2022,14.0,9.0,0.1134,0.1954,0.1954,Activo
662,cedro amargo,Cedrela odorata,2023,14.0,9.0,0.1134,0.1954,0.1954,Activo
662,cedro amargo,Cedrela odorata,2024,14.2,9.0,0.1167,0.2012,0.2012,Activo
662,cedro amargo,Cedrela odorata,2025,14.2,10.0,0.1267,0.2184,0.2184,Activo
663,cas,Psidium friedrichsthalianum,2022,22.4,11.6,0.3604,0.6212,0.6212,Activo
663,cas,Psidium friedrichsthalianum,2023,23.0,11.6,0.3804,0.6556,0.6556,Activo
663,cas,Psidium friedrichsthalianum,2024,23.9,11.6,0.4114,0.709,0.709,Activo
663,cas,Psidium friedrichsthalianum,2025,23.9,11.6,0.4114,0.709,0.709,Activo
664,guachipelín,Diphysa americana,2022,40.5,8.4,0.9382,1.6169,1.6169,Activo
664,guachipelín,Diphysa americana,2023,40.5,9.0,0.99,1.7062,1.7062,Activo
664,guachipelín,Diphysa americana,2024,41.2,9.0,1.0252,1.7669,1.7669,Activo
664,guachipelín,Diphysa americana,2025,41.2,12.8,1.3489,2.3248,2.3248,Activo
665,cedro amargo,Cedrela odorata,2022,98.7,29.7,15.4417,26.6136,26.6136,Activo
665,cedro amargo,Cedrela odorata,2023,99.8,30.0,15.9189,27.4361,27.4361,Activo
665,cedro amargo,Cedrela odorata,2024,99.8,30.0,15.9189,27.4361,27.4361,Activo
665,cedro amargo,Cedrela odorata,2025,100.0,30.0,15.9841,27.5484,27.5484,Activo
666,roblesabana,Tabebuia rosea,2022,61.2,28.9,5.7023,9.8279,9.8279,Activo
666,roblesabana,Tabebuia rosea,2023,61.2,30.0,5.8707,10.1181,10.1181,Activo
666,roblesabana,Tabebuia rosea,2024,62.5,30.0,6.1279,10.5614,10.5614,Activo
666,roblesabana,Tabebuia rosea,2025,63.5,30.0,6.3296,10.9089,10.9089,Activo
667,eucalipto,Eucalyptus deglupta,2022,0.0,,,,,Removido
667,eucalipto,Eucalyptus deglupta,2023,0.0,,,,,Removido
667,eucalipto,Eucalyptus deglupta,2025,0.0,,,,,Removido
668,cedro amargo,Cedrela odorata,2022,66.0,29.2,6.7056,11.5571,11.5571,Activo
668,cedro amargo,Cedrela odorata,2023,66.2,29.2,6.7471,11.6286,11.6286,Activo
668,cedro amargo,Cedrela odorata,2024,67.2,33.0,7.6523,13.1886,13.1886,Activo
668,cedro amargo,Cedrela odorata,2025,69.2,33.0,8.124,14.0017,14.0017,Activo
669,cas,Psidium friedrichsthalianum,2022,21.5,9.9,0.293,0.505,0.505,Activo
669,cas,Psidium friedrichsthalianum,2023,21.9,10.0,0.3066,0.5285,0.5285,Activo
669,cas,Psidium friedrichsthalianum,2024,21.9,10.2,0.3114,0.5367,0.5367,Activo
669,cas,Psidium friedrichsthalianum,2025,22.1,11.3,0.3436,0.5921,0.5921,Activo
670,cedro amargo,Cedrela odorata,2022,60.1,26.8,5.1816,8.9304,8.9304,Activo
670,cedro amargo,Cedrela odorata,2023,60.6,26.8,5.2699,9.0826,9.0826,Activo
670,cedro amargo,Cedrela odorata,2024,60.7,30.0,5.7733,9.9502,9.9502,Activo
670,cedro amargo,Cedrela odorata,2025,63.1,30.0,6.2485,10.7692,10.7692,Activo
671,cedro amargo,Cedrela odorata,2022,38.8,26.2,2.0852,3.5938,3.5938,Activo
671,cedro amargo,Cedrela odorata,2023,38.8,26.2,2.0852,3.5938,3.5938,Activo
671,cedro amargo,Cedrela odorata,2024,38.8,26.2,2.0852,3.5938,3.5938,Activo
671,cedro amargo,Cedrela odorata,2025,38.8,23.5,1.9158,3.3018,3.3018,Activo
672,cedro amargo,Cedrela odorata,2022,88.0,33.7,13.483,23.2378,23.2378,Activo
672,cedro amargo,Cedrela odorata,2023,90.0,34.0,14.2133,24.4964,24.4964,Activo
672,cedro amargo,Cedrela odorata,2024,90.4,34.0,14.3424,24.719,24.719,Activo
672,cedro amargo,Cedrela odorata,2025,91.5,34.0,14.7007,25.3365,25.3365,Activo
673,cas,Psidium friedrichsthalianum,2022,22.2,12.6,0.3774,0.6505,0.6505,Activo
673,cas,Psidium friedrichsthalianum,2023,22.7,13.0,0.4047,0.6975,0.6975,Activo
673,cas,Psidium friedrichsthalianum,2024,22.9,13.0,0.412,0.7101,0.7101,Activo
673,cas,Psidium friedrichsthalianum,2025,24.2,13.0,0.4611,0.7948,0.7948,Activo
674,cedro amargo,Cedrela odorata,2022,100.0,25.5,14.0833,24.2725,24.2725,Activo
674,cedro amargo,Cedrela odorata,2023,100.0,25.5,14.0833,24.2725,24.2725,Activo
674,cedro amargo,Cedrela odorata,2024,105.4,25.5,15.6782,27.0213,27.0213,Activo
674,cedro amargo,Cedrela odorata,2025,108.6,25.5,16.6645,28.7212,28.7212,Activo
675,"tubús, tubusi",Vernonia triflosculosa,2022,18.5,9.0,0.2002,0.3451,0.3451,Activo
675,"tubús, tubusi",Vernonia triflosculosa,2023,19.6,9.0,0.2253,0.3882,0.3882,Activo
675,"tubús, tubusi",Vernonia triflosculosa,2024,20.8,9.0,0.2543,0.4382,0.4382,Activo
675,"tubús, tubusi",Vernonia triflosculosa,2025,21.0,9.2,0.2638,0.4546,0.4546,Activo
676,"tubús, tubusi",Vernonia triflosculosa,2022,18.0,9.0,0.1893,0.3263,0.3263,Activo
676,"tubús, tubusi",Vernonia triflosculosa,2023,18.5,9.0,0.2002,0.3451,0.3451,Activo
676,"tubús, tubusi",Vernonia triflosculosa,2024,18.7,9.0,0.2047,0.3527,0.3527,Activo
676,"tubús, tubusi",Vernonia triflosculosa,2025,19.1,9.2,0.2174,0.3746,0.3746,Activo
677,uruca,Trichilia havanensis,2022,26.2,13.2,0.5487,0.9457,0.9457,Activo
677,uruca,Trichilia havanensis,2023,26.6,13.2,0.5659,0.9754,0.9754,Activo
677,uruca,Trichilia havanensis,2024,27.7,13.2,0.6147,1.0595,1.0595,Activo
677,uruca,Trichilia havanensis,2025,27.9,13.2,0.6238,1.0751,1.0751,Activo
678,uruca,Trichilia havanensis,2022,26.5,12.3,0.5316,0.9161,0.9161,Activo
678,uruca,Trichilia havanensis,2023,26.7,12.3,0.5398,0.9303,0.9303,Activo
678,uruca,Trichilia havanensis,2024,27.0,13.0,0.5765,0.9937,0.9937,Activo
678,uruca,Trichilia havanensis,2025,27.6,13.0,0.603,1.0392,1.0392,Activo
679,cortez negro,Handroanthus impetiginosus,2022,18.8,8.9,0.2051,0.3535,0.3535,Activo
679,cortez negro,Handroanthus impetiginosus,2023,18.8,9.0,0.2069,0.3566,0.3566,Activo
679,cortez negro,Handroanthus impetiginosus,2024,18.9,9.0,0.2091,0.3605,0.3605,Activo
679,cortez negro,Handroanthus impetiginosus,2025,19.4,,,,,Activo
680,cortez negro,Handroanthus impetiginosus,2022,15.5,8.0,0.1273,0.2194,0.2194,Activo
680,cortez negro,Handroanthus impetiginosus,2023,15.5,8.0,0.1273,0.2194,0.2194,Activo
680,cortez negro,Handroanthus impetiginosus,2024,16.0,8.0,0.1358,0.2341,0.2341,Activo
680,cortez negro,Handroanthus impetiginosus,2025,16.8,8.0,0.1501,0.2586,0.2586,Activo
681,cortez negro,Handroanthus impetiginosus,2022,19.0,9.3,0.2169,0.3738,0.3738,Activo
681,cortez negro,Handroanthus impetiginosus,2023,19.0,9.3,0.2169,0.3738,0.3738,Activo
681,cortez negro,Handroanthus impetiginosus,2024,19.4,9.3,0.2263,0.39,0.39,Activo
681,cortez negro,Handroanthus impetiginosus,2025,19.5,9.3,0.2287,0.3941,0.3941,Activo
682,cortez negro,Handroanthus impetiginosus,2022,21.8,8.2,0.2603,0.4486,0.4486,Activo
682,cortez negro,Handroanthus impetiginosus,2023,21.8,8.2,0.2603,0.4486,0.4486,Activo
682,cortez negro,Handroanthus impetiginosus,2024,22.6,9.3,0.309,0.5325,0.5325,Activo
682,cortez negro,Handroanthus impetiginosus,2025,22.6,9.3,0.309,0.5325,0.5325,Activo
683,roblesabana,Tabebuia rosea,2022,22.7,10.8,0.3503,0.6037,0.6037,Activo
683,roblesabana,Tabebuia rosea,2023,24.2,11.0,0.4049,0.6978,0.6978,Activo
683,roblesabana,Tabebuia rosea,2024,26.9,11.0,0.5024,0.8658,0.8658,Activo
683,roblesabana,Tabebuia rosea,2025,28.1,11.0,0.5492,0.9465,0.9465,Activo
684,cristobal,Platymiscium parviflorum,2022,24.8,9.1,0.3672,0.6328,0.6328,Activo
684,cristobal,Platymiscium parviflorum,2023,24.9,9.1,0.3702,0.638,0.638,Activo
684,cristobal,Platymiscium parviflorum,2024,25.0,9.5,0.386,0.6652,0.6652,Activo
684,cristobal,Platymiscium parviflorum,2025,25.3,9.5,0.3955,0.6816,0.6816,Activo
685,cristobal,Platymiscium parviflorum,2022,26.0,10.0,0.4351,0.75,0.75,Activo
685,cristobal,Platymiscium parviflorum,2023,26.0,10.0,0.4351,0.75,0.75,Activo
685,cristobal,Platymiscium parviflorum,2024,26.0,10.0,0.4351,0.75,0.75,Activo
685,cristobal,Platymiscium parviflorum,2025,27.6,10.0,0.4915,0.8471,0.8471,Activo
686,casco de venado,Bauhinia purpurea,2022,18.2,3.7,0.0969,0.167,0.167,Activo
686,casco de venado,Bauhinia purpurea,2023,18.2,3.7,0.0969,0.167,0.167,Activo
686,casco de venado,Bauhinia purpurea,2024,18.2,3.7,0.0969,0.167,0.167,Activo
686,casco de venado,Bauhinia purpurea,2025,18.3,3.7,0.098,0.1689,0.1689,Activo
687,casco de venado,Bauhinia purpurea,2022,19.8,3.6,0.1126,0.1941,0.1941,Activo
687,casco de venado,Bauhinia purpurea,2023,20.0,3.6,0.115,0.1981,0.1981,Activo
687,casco de venado,Bauhinia purpurea,2024,20.0,3.6,0.115,0.1981,0.1981,Activo
687,casco de venado,Bauhinia purpurea,2025,20.5,3.6,0.1209,0.2084,0.2084,Activo
688,níspero,Eriobotrya japonica,2022,18.5,5.3,0.1325,0.2284,0.2284,Activo
688,níspero,Eriobotrya japonica,2023,18.5,5.3,0.1325,0.2284,0.2284,Activo
688,níspero,Eriobotrya japonica,2024,19.2,6.0,0.1575,0.2714,0.2714,Activo
688,níspero,Eriobotrya japonica,2025,19.4,6.0,0.1608,0.2772,0.2772,Activo
689,casco de venado,Bauhinia purpurea,2022,18.7,4.1,0.1109,0.1912,0.1912,Activo
689,casco de venado,Bauhinia purpurea,2023,18.7,4.1,0.1109,0.1912,0.1912,Activo
689,casco de venado,Bauhinia purpurea,2024,19.2,4.5,0.1259,0.2169,0.2169,Activo
689,casco de venado,Bauhinia purpurea,2025,19.8,4.5,0.134,0.231,0.231,Activo
690,casco de venado,Bauhinia purpurea,2022,23.9,4.1,0.183,0.3154,0.3154,Activo
690,casco de venado,Bauhinia purpurea,2023,23.9,4.1,0.183,0.3154,0.3154,Activo
690,casco de venado,Bauhinia purpurea,2024,24.0,4.5,0.1984,0.342,0.342,Activo
690,casco de venado,Bauhinia purpurea,2025,24.5,4.5,0.2069,0.3567,0.3567,Activo
691,guanacaste,Enterolobium cyclocarpum,2022,30.5,6.3,0.4205,0.7247,0.7247,Activo
691,guanacaste,Enterolobium cyclocarpum,2023,31.8,6.3,0.4578,0.7891,0.7891,Activo
691,guanacaste,Enterolobium cyclocarpum,2024,32.7,7.0,0.5261,0.9068,0.9068,Activo
691,guanacaste,Enterolobium cyclocarpum,2025,34.3,7.0,0.58,0.9996,0.9996,Activo
692,caoba,Swietenia macrophylla,2022,33.7,11.2,0.8068,1.3906,1.3906,Activo
692,caoba,Swietenia macrophylla,2023,35.0,11.2,0.8716,1.5022,1.5022,Activo
692,caoba,Swietenia macrophylla,2024,36.7,12.0,1.0131,1.7461,1.7461,Activo
692,caoba,Swietenia macrophylla,2025,39.0,12.0,1.1469,1.9767,1.9767,Activo
693,roblesabana,Tabebuia rosea,2022,28.2,10.4,0.5295,0.9126,0.9126,Activo
693,roblesabana,Tabebuia rosea,2023,33.0,10.4,0.7297,1.2575,1.2575,Activo
693,roblesabana,Tabebuia rosea,2024,33.0,10.4,0.7297,1.2575,1.2575,Activo
693,roblesabana,Tabebuia rosea,2025,35.2,10.4,0.8323,1.4345,1.4345,Activo
694,almendro de playa,Terminalia catappa,2022,0.0,,,,,Removido
694,almendro de playa,Terminalia catappa,2023,0.0,,,,,Removido
694,almendro de playa,Terminalia catappa,2025,0.0,,,,,Removido
695,almendro de playa,Terminalia catappa,2022,0.0,,,,,Removido
695,almendro de playa,Terminalia catappa,2023,0.0,,,,,Removido
695,almendro de playa,Terminalia catappa,2025,0.0,,,,,Removido
696,jacaranda,Jacaranda mimosifolia,2022,19.3,10.6,0.2479,0.4273,0.4273,Activo
696,jacaranda,Jacaranda mimosifolia,2023,19.9,11.0,0.2717,0.4682,0.4682,Activo
696,jacaranda,Jacaranda mimosifolia,2024,20.3,11.0,0.2829,0.4876,0.4876,Activo
696,jacaranda,Jacaranda mimosifolia,2025,20.3,11.0,0.2829,0.4876,0.4876,Activo
697,almendro de playa,Terminalia catappa,2022,22.5,4.5,0.1739,0.2998,0.2998,Activo
697,almendro de playa,Terminalia catappa,2023,0.0,4.5,,,,Removido
697,almendro de playa,Terminalia catappa,2025,0.0,,,,,Removido
698,uruca,Trichilia havanensis,2022,32.4,8.0,0.5729,0.9874,0.9874,Activo
698,uruca,Trichilia havanensis,2023,33.9,8.0,0.6283,1.0829,1.0829,Activo
698,uruca,Trichilia havanensis,2024,35.6,8.0,0.6943,1.1966,1.1966,Activo
698,uruca,Trichilia havanensis,2025,38.6,8.4,0.8506,1.466,1.466,Activo
699,guachipelín,Diphysa americana,2022,0.0,,,,,Removido
699,guachipelín,Diphysa americana,2023,0.0,,,,,Removido
699,guachipelín,Diphysa americana,2025,0.0,,,,,Removido
700,roblesabana,Tabebuia rosea,2022,37.5,11.5,1.0242,1.7652,1.7652,Activo
700,roblesabana,Tabebuia rosea,2023,38.5,11.5,1.0807,1.8625,1.8625,Activo
700,roblesabana,Tabebuia rosea,2024,41.5,12.0,1.3019,2.2437,2.2437,Activo
700,roblesabana,Tabebuia rosea,2025,41.5,16.3,1.6526,2.8483,2.8483,Activo
701,roblesabana,Tabebuia rosea,2022,32.1,7.0,0.5066,0.8732,0.8732,Activo
701,roblesabana,Tabebuia rosea,2023,33.1,7.0,0.5393,0.9295,0.9295,Activo
701,roblesabana,Tabebuia rosea,2024,33.9,7.0,0.5663,0.9759,0.9759,Activo
701,roblesabana,Tabebuia rosea,2025,35.1,10.8,0.8522,1.4687,1.4687,Activo
702,roblesabana,Tabebuia rosea,2022,33.5,10.0,0.7297,1.2577,1.2577,Activo
702,roblesabana,Tabebuia rosea,2023,36.0,10.0,0.8451,1.4566,1.4566,Activo
702,roblesabana,Tabebuia rosea,2024,39.46,10.0,1.0191,1.7565,1.7565,Activo
702,roblesabana,Tabebuia rosea,2025,40.1,16.3,1.5409,2.6557,2.6557,Activo
703,chirca venenosa,Thevetia peruviana,2022,14.0,6.0,0.0827,0.1425,0.1425,Activo
703,chirca venenosa,Thevetia peruviana,2023,14.1,6.0,0.0839,0.1446,0.1446,Activo
703,chirca venenosa,Thevetia peruviana,2024,14.1,6.0,0.0839,0.1446,0.1446,Activo
703,chirca venenosa,Thevetia peruviana,2025,14.3,6.0,0.0863,0.1488,0.1488,Activo
704,chirca venenosa,Thevetia peruviana,2022,16.9,6.0,0.1214,0.2092,0.2092,Activo
704,chirca venenosa,Thevetia peruviana,2023,23.4,6.0,0.2358,0.4063,0.4063,Activo
704,chirca venenosa,Thevetia peruviana,2024,23.5,6.0,0.2378,0.4099,0.4099,Activo
704,chirca venenosa,Thevetia peruviana,2025,24.0,6.0,0.2483,0.4279,0.4279,Activo
705,chirca venenosa,Thevetia peruviana,2022,17.6,6.0,0.1319,0.2273,0.2273,Activo
705,chirca venenosa,Thevetia peruviana,2023,17.6,6.0,0.1319,0.2273,0.2273,Activo
705,chirca venenosa,Thevetia peruviana,2024,18.3,6.0,0.1428,0.2461,0.2461,Activo
705,chirca venenosa,Thevetia peruviana,2025,19.0,6.0,0.1542,0.2657,0.2657,Activo
706,roblesabana,Tabebuia rosea,2022,29.4,10.9,0.598,1.0306,1.0306,Activo
706,roblesabana,Tabebuia rosea,2023,30.2,11.0,0.6361,1.0964,1.0964,Activo
706,roblesabana,Tabebuia rosea,2024,31.0,11.0,0.671,1.1564,1.1564,Activo
706,roblesabana,Tabebuia rosea,2025,32.5,11.0,0.7389,1.2734,1.2734,Activo
707,roblesabana,Tabebuia rosea,2022,29.1,13.8,0.7037,1.2128,1.2128,Activo
707,roblesabana,Tabebuia rosea,2023,30.5,14.0,0.7832,1.3499,1.3499,Activo
707,roblesabana,Tabebuia rosea,2024,30.7,14.0,0.7937,1.368,1.368,Activo
707,roblesabana,Tabebuia rosea,2025,32.2,14.0,0.8749,1.5078,1.5078,Activo
708,roblesabana,Tabebuia rosea,2022,27.9,7.3,0.3932,0.6777,0.6777,Activo
708,roblesabana,Tabebuia rosea,2023,28.4,13.0,0.6392,1.1016,1.1016,Activo
708,roblesabana,Tabebuia rosea,2024,28.5,13.0,0.6438,1.1095,1.1095,Activo
708,roblesabana,Tabebuia rosea,2025,31.3,13.0,0.7794,1.3433,1.3433,Activo
709,roblesabana,Tabebuia rosea,2022,54.8,7.3,1.5584,2.6859,2.6859,Activo
709,roblesabana,Tabebuia rosea,2023,54.8,13.0,2.443,4.2105,4.2105,Activo
709,roblesabana,Tabebuia rosea,2024,54.8,13.0,2.443,4.2105,4.2105,Activo
709,roblesabana,Tabebuia rosea,2025,54.8,13.0,2.443,4.2105,4.2105,Activo
710,lorito,Cojoba arborea,2022,17.7,8.7,0.1782,0.3071,0.3071,Activo
710,lorito,Cojoba arborea,2023,18.9,9.0,0.2091,0.3605,0.3605,Activo
710,lorito,Cojoba arborea,2024,20.9,9.0,0.2568,0.4426,0.4426,Activo
710,lorito,Cojoba arborea,2025,21.4,9.0,0.2695,0.4644,0.4644,Activo
711,flor amarilla,Cassia siamea,2022,0.0,,,,,Removido
711,flor amarilla,Cassia siamea,2023,0.0,,,,,Removido
711,flor amarilla,Cassia siamea,2025,0.0,,,,,Removido
712,flor amarilla,Cassia siamea,2022,0.0,,,,,Removido
712,flor amarilla,Cassia siamea,2023,0.0,,,,,Removido
712,flor amarilla,Cassia siamea,2025,0.0,,,,,Removido
713,roblesabana,Tabebuia rosea,2022,37.9,15.4,1.3139,2.2645,2.2645,Activo
713,roblesabana,Tabebuia rosea,2023,38.7,15.4,1.3711,2.3631,2.3631,Activo
713,roblesabana,Tabebuia rosea,2024,40.0,15.7,1.4889,2.5662,2.5662,Activo
713,roblesabana,Tabebuia rosea,2025,41.3,17.3,1.7141,2.9543,2.9543,Activo
714,roblesabana,Tabebuia rosea,2022,45.9,13.4,1.7425,3.0032,3.0032,Activo
714,roblesabana,Tabebuia rosea,2023,46.1,13.4,1.758,3.0299,3.0299,Activo
714,roblesabana,Tabebuia rosea,2024,47.1,13.5,1.8473,3.1839,3.1839,Activo
714,roblesabana,Tabebuia rosea,2025,48.0,16.0,2.1918,3.7775,3.7775,Activo
715,jacaranda,Jacaranda mimosifolia,2022,43.3,14.1,1.6097,2.7743,2.7743,Activo
715,jacaranda,Jacaranda mimosifolia,2023,44.6,14.1,1.7098,2.9468,2.9468,Activo
715,jacaranda,Jacaranda mimosifolia,2024,46.4,14.1,1.8535,3.1945,3.1945,Activo
715,jacaranda,Jacaranda mimosifolia,2025,47.8,16.1,2.1838,3.7637,3.7637,Activo
716,guachipelín,Diphysa americana,2022,40.6,10.4,1.1136,1.9193,1.9193,Activo
716,guachipelín,Diphysa americana,2023,42.2,10.4,1.205,2.0767,2.0767,Activo
716,guachipelín,Diphysa americana,2024,42.7,10.7,1.2619,2.1749,2.1749,Activo
716,guachipelín,Diphysa americana,2025,44.1,12.1,1.4832,2.5563,2.5563,Activo
717,guachipelín,Diphysa americana,2022,24.0,9.9,0.3667,0.632,0.632,Activo
717,guachipelín,Diphysa americana,2023,24.9,10.0,0.3984,0.6867,0.6867,Activo
717,guachipelín,Diphysa americana,2024,25.9,10.0,0.4317,0.7441,0.7441,Activo
717,guachipelín,Diphysa americana,2025,26.6,12.1,0.5289,0.9115,0.9115,Activo
718,higuerón,Ficus jimenezii,2022,34.0,14.0,0.9775,1.6848,1.6848,Activo
718,higuerón,Ficus jimenezii,2023,34.8,14.0,1.025,1.7666,1.7666,Activo
718,higuerón,Ficus jimenezii,2024,35.9,15.0,1.1525,1.9863,1.9863,Activo
718,higuerón,Ficus jimenezii,2025,37.8,15.0,1.2803,2.2067,2.2067,Activo
719,caoba,Swietenia macrophylla,2022,79.2,19.8,7.1866,12.3861,12.3861,Activo
719,caoba,Swietenia macrophylla,2023,79.6,19.8,7.2609,12.5141,12.5141,Activo
719,caoba,Swietenia macrophylla,2024,83.9,20.0,8.147,14.0413,14.0413,Activo
719,caoba,Swietenia macrophylla,2025,83.9,21.5,8.6192,14.855,14.855,Activo
720,cedro amargo,Cedrela odorata,2022,80.5,19.1,7.2239,12.4503,12.4503,Activo
720,cedro amargo,Cedrela odorata,2023,81.8,26.0,9.4908,16.3573,16.3573,Activo
720,cedro amargo,Cedrela odorata,2024,84.2,26.0,10.0675,17.3512,17.3512,Activo
720,cedro amargo,Cedrela odorata,2025,85.0,29.0,11.1749,19.2598,19.2598,Activo
721,caoba,Swietenia macrophylla,2022,57.5,23.0,4.2029,7.2437,7.2437,Activo
721,caoba,Swietenia macrophylla,2023,58.7,25.0,4.678,8.0625,8.0625,Activo
721,caoba,Swietenia macrophylla,2024,60.3,26.8,5.2168,8.9911,8.9911,Activo
721,caoba,Swietenia macrophylla,2025,60.3,28.0,5.3979,9.3032,9.3032,Activo
722,caoba,Swietenia macrophylla,2022,50.6,19.4,2.8361,4.8879,4.8879,Activo
722,caoba,Swietenia macrophylla,2023,51.5,19.4,2.9399,5.0669,5.0669,Activo
722,caoba,Swietenia macrophylla,2024,52.5,19.4,3.0575,5.2696,5.2696,Activo
722,caoba,Swietenia macrophylla,2025,53.5,20.9,3.3673,5.8035,5.8035,Activo
723,caoba,Swietenia macrophylla,2022,20.2,9.0,0.2395,0.4128,0.4128,Activo
723,caoba,Swietenia macrophylla,2023,20.3,9.0,0.242,0.417,0.417,Activo
723,caoba,Swietenia macrophylla,2024,20.3,10.0,0.2627,0.4527,0.4527,Activo
723,caoba,Swietenia macrophylla,2025,20.3,14.5,0.3508,0.6047,0.6047,Activo
724,caoba,Swietenia macrophylla,2022,51.0,11.1,1.8655,3.2152,3.2152,Activo
724,caoba,Swietenia macrophylla,2023,52.1,11.1,1.9485,3.3583,3.3583,Activo
724,caoba,Swietenia macrophylla,2024,53.0,12.7,2.241,3.8623,3.8623,Activo
724,caoba,Swietenia macrophylla,2025,53.4,13.0,2.3174,3.994,3.994,Activo
725,cedro amargo,Cedrela odorata,2022,71.4,27.4,7.4917,12.9119,12.9119,Activo
725,cedro amargo,Cedrela odorata,2023,72.2,27.4,7.664,13.2088,13.2088,Activo
725,cedro amargo,Cedrela odorata,2024,72.5,27.4,7.7291,13.321,13.321,Activo
725,cedro amargo,Cedrela odorata,2025,73.9,27.4,8.0366,13.851,13.851,Activo
726,caoba,Swietenia macrophylla,2022,41.2,14.2,1.4625,2.5206,2.5206,Activo
726,caoba,Swietenia macrophylla,2023,41.5,14.2,1.4843,2.5581,2.5581,Activo
726,caoba,Swietenia macrophylla,2024,41.6,14.2,1.4916,2.5707,2.5707,Activo
726,caoba,Swietenia macrophylla,2025,42.6,15.0,1.6339,2.8161,2.8161,Activo
727,cedro amargo,Cedrela odorata,2022,60.9,14.8,3.3519,5.777,5.777,Activo
727,cedro amargo,Cedrela odorata,2023,61.1,22.8,4.7249,8.1434,8.1434,Activo
727,cedro amargo,Cedrela odorata,2024,61.5,22.8,4.7882,8.2525,8.2525,Activo
727,cedro amargo,Cedrela odorata,2025,62.4,22.8,4.9323,8.5007,8.5007,Activo
728,caoba,Swietenia macrophylla,2022,48.4,21.3,2.7858,4.8013,4.8013,Activo
728,caoba,Swietenia macrophylla,2023,49.1,21.5,2.8895,4.9801,4.9801,Activo
728,caoba,Swietenia macrophylla,2024,49.5,21.5,2.9378,5.0632,5.0632,Activo
728,caoba,Swietenia macrophylla,2025,50.3,22.0,3.0903,5.3261,5.3261,Activo
729,cedro amargo,Cedrela odorata,2022,60.4,20.2,4.1998,7.2383,7.2383,Activo
729,cedro amargo,Cedrela odorata,2023,60.9,20.2,4.271,7.361,7.361,Activo
729,cedro amargo,Cedrela odorata,2024,61.3,24.5,5.0306,8.6702,8.6702,Activo
729,cedro amargo,Cedrela odorata,2025,61.9,25.0,5.213,8.9845,8.9845,Activo
730,caoba,Swietenia macrophylla,2022,25.1,10.6,0.4238,0.7304,0.7304,Activo
730,caoba,Swietenia macrophylla,2023,25.2,11.0,0.4397,0.7579,0.7579,Activo
730,caoba,Swietenia macrophylla,2024,25.2,15.3,0.5686,0.98,0.98,Activo
730,caoba,Swietenia macrophylla,2025,25.2,16.9,0.6144,1.059,1.059,Activo
731,caoba,Swietenia macrophylla,2022,49.6,19.3,2.712,4.6741,4.6741,Activo
731,caoba,Swietenia macrophylla,2023,50.4,19.3,2.8019,4.8291,4.8291,Activo
731,caoba,Swietenia macrophylla,2024,50.8,21.0,3.041,5.2412,5.2412,Activo
731,caoba,Swietenia macrophylla,2025,51.7,22.0,3.2683,5.6328,5.6328,Activo
732,caoba,Swietenia macrophylla,2022,82.6,26.0,9.6811,16.6853,16.6853,Activo
732,caoba,Swietenia macrophylla,2023,83.4,26.0,9.8733,17.0166,17.0166,Activo
732,caoba,Swietenia macrophylla,2024,84.0,26.0,10.0188,17.2673,17.2673,Activo
732,caoba,Swietenia macrophylla,2025,84.2,26.0,10.0675,17.3512,17.3512,Activo
733,caoba,Swietenia macrophylla,2022,20.8,13.9,0.3567,0.6149,0.6149,Activo
733,caoba,Swietenia macrophylla,2023,21.2,14.0,0.373,0.6428,0.6428,Activo
733,caoba,Swietenia macrophylla,2024,21.4,14.2,0.3844,0.6625,0.6625,Activo
733,caoba,Swietenia macrophylla,2025,21.5,14.9,0.4029,0.6944,0.6944,Activo
734,caoba,Swietenia macrophylla,2022,45.6,19.7,2.3213,4.0008,4.0008,Activo
734,caoba,Swietenia macrophylla,2023,46.3,19.7,2.3946,4.1271,4.1271,Activo
734,caoba,Swietenia macrophylla,2024,47.0,20.0,2.4983,4.3057,4.3057,Activo
734,caoba,Swietenia macrophylla,2025,47.8,20.0,2.5858,4.4566,4.4566,Activo
735,caoba,Swietenia macrophylla,2022,41.9,18.8,1.8834,3.2461,3.2461,Activo
735,caoba,Swietenia macrophylla,2023,42.6,19.0,1.9643,3.3854,3.3854,Activo
735,caoba,Swietenia macrophylla,2024,43.5,19.2,2.0667,3.5619,3.5619,Activo
735,caoba,Swietenia macrophylla,2025,44.0,20.0,2.1838,3.7637,3.7637,Activo
736,cedro amargo,Cedrela odorata,2022,67.1,17.8,4.7166,8.129,8.129,Activo
736,cedro amargo,Cedrela odorata,2023,68.7,17.8,4.9488,8.5293,8.5293,Activo
736,cedro amargo,Cedrela odorata,2024,68.9,18.3,5.0869,8.7672,8.7672,Activo
736,cedro amargo,Cedrela odorata,2025,70.5,19.0,5.4889,9.4601,9.4601,Activo
737,caoba,Swietenia macrophylla,2022,37.9,13.7,1.1995,2.0673,2.0673,Activo
737,caoba,Swietenia macrophylla,2023,38.2,14.0,1.2397,2.1366,2.1366,Activo
737,caoba,Swietenia macrophylla,2024,38.4,15.0,1.3221,2.2787,2.2787,Activo
